"planet_key","PLANET","Star_key","Mass","Relative Density","RELATIVE RADIUS","terrain type","Type Of Climate"
714,"Obsidian Threshold Sigma",5267,1.38,0.867,1.17,"urban; cityscape; verdant","temperate; frigid; subartic; arid"
715,"Obsidian Threshold Alpha",5267,1.54,1.347,1.05,"savanna; sea; acid pool; sinkholes; fungus forest","temperate; hot; humid; subartic; frozen"
716,"Obsidian Threshold Phi",5267,7.24,0.896,2.01,"ash; river","humid; rocky; hot; artic; tropical"
717,"Comet Shroud Zeta",2433,1.61,1.324,1.07,"canyons; cave; cityscape; vine; swamp; tundra; savanna; plain","temperate; windy; frigid; frozen; arid; subartic; humid"
718,"Comet Shroud Eta",2433,8.41,0.476,2.6,"rock arche; rocky desert; rainforest; ocean","tropical; frozen; artificial temperate"
719,"Ankh Horizon Theta",2371,2.22,0.889,1.36,"city; urban; savanna; acid pool; canyons; field; plain","artificial temperate; superheated; artic; hot; arid"
720,"Ephemeral Phoenix Sextant",9267,2.01,0.729,1.4,"mountain; rainforest","frozen; hot; superheated; arid"
721,"Ephemeral Phoenix Septimal",9267,9.38,0.741,2.33,"island; city","temperate; subartic"
722,"Ephemeral Phoenix Octal",9267,2.06,1.214,1.19,"cityscape; ice canyon; savanna; canyons; urban","artic; subartic; arid; rocky"
723,"Dingolay XX",9009,2.06,0.405,1.72,"fungus forest","hot"
724,"Dingolay XXIV",9009,2.2,1.172,1.23,"ice canyon; canyons","temperate; frozen"
725,"Symbionara Janusian",1483,NA,0.969,1.68,"grassland; volcano; hill","humid; artic; hot"
726,"Titanium Quasar II",7464,6.35,0.849,1.96,"cityscape; jungle","rocky; superheated"
727,"Titanium Quasar XVII",7464,1.29,1.349,0.99,"verdant; island; desert; sea","rocky; hot; subartic; humid"
728,"Aetheronix Apollox",6505,NA,1.255,1.2,"cave","rocky; superheated; hot; frigid"
729,"Bunda Jiu",1858,1.07,1.101,0.99,"rocky island; savanna; river","superheated; subartic; humid; frigid"
730,"Bunda Shi",1858,9.71,1.287,1.96,"ocean","temperate; rocky; arid; superheated"
731,"Brachium IX",1315,3.6,0.763,1.68,"city; cave","rocky"
732,"Quantraflux Eta",28,6.11,0.794,1.97,"river; grassy hill; rocky island; rock arche; savanna","rocky; hot; temperate; superheated"
733,"Shogun's Loom Nyxios",9209,8.04,1.097,1.94,"grassy hill","arid; temperate; hot; superheated; frozen"
734,"Nahn XVII",9977,2.46,0.83,1.44,"rocky canyon; cityscape","windy; artificial temperate; subartic"
735,"Nahn XVI",9977,NA,1.332,1.67,"rocky desert; rocky island; glacier; fungus forest; toxic cloudsea; ocean","rocky; hot; artic; windy; arid"
736,"Atakoraka Sextant",922,3.8,1.174,1.48,"hill; plain","artificial temperate; superheated; hot"
737,"Hannya's Silence Ba",5643,1.09,1.246,0.96,"plain","artic; superheated; rocky"
738,"Alshat Quartal",9877,4.3,0.73,1.81,"vine; glacier; forest; plateau","subartic; hot; arid; artificial temperate"
739,"Eonix Phi",5613,7.71,1.288,1.82,"plateau","artic; subartic; temperate; arid; superheated"
740,"Gomeisa Sirenios",3554,1.1,1.238,0.96,"plain; urban; savanna; rock arche; cityscape; vine; verdant; rocky desert","artificial temperate; frozen; temperate; hot; frigid"
741,"Rotanev Xi",4080,1.11,0.491,1.31,"city; ice canyon","artic"
742,"Rotanev Mu",4080,3.27,1.355,NA,"sinkholes","superheated; tropical"
743,"Nyamien Lambda",454,8.73,0.892,2.14,"ice canyon; jungle; cliff; rainforest; river","artificial temperate; windy; artic; tropical"
744,"Nikawiy Herculean",129,2.03,0.687,1.43,"grassy hill; savanna; tundra; verdant","hot; frigid; artic"
745,"Nikawiy Nymphios",129,2.56,1.298,1.25,"plateau; mountain; ocean; ice canyon; rocky island","subartic; frozen; temperate"
746,"Nova Prism VI",1510,3.58,0.874,1.6,"field","arid; frigid; rocky; tropical"
747,"Furud Er",8768,8.4,1.02,2.02,"ice canyon","frigid; tropical; frozen"
748,"Furud Yi",8768,4,0.59,1.89,"river","humid"
749,"Asellus Borealis XII",848,1.26,0.941,1.1,"cityscape; rocky desert","artic; hot"
750,"Ceibo Cerberian",8519,5.92,0.521,2.25,"reef; lava river; city","superheated; windy; humid; frozen"
751,"Ceibo Nemesisian",8519,1.04,1.028,1,"island; mountain; rocky desert","arid; frozen; humid"
752,"Dabih Zeta",2668,3.71,0.86,1.63,"river; field; valley; bog; sea; vine","frozen; tropical; frigid; rocky; windy"
753,"Inquill VII",1734,4.55,0.665,1.9,"valley; swamp; jungle","artificial temperate; tropical; windy; frigid; temperate; superheated"
754,"Sāmaya Aetherios",5550,4.85,0.64,1.96,"fungus forest; rainforest; desert; island; ash; grassy hill","humid; rocky; superheated; artificial temperate"
755,"Sāmaya Atlasios",5550,0.78,0.849,0.97,"city","windy; superheated"
756,"Sāmaya Olympus",5550,3.37,0.904,1.55,"rainforest; acid pool; canyons; lava river; ice cave; cliff","humid; artic; tropical; hot"
757,"Sāmaya Typhonian",5550,1.43,1.194,1.06,"grassland; plateau; tundra; lakes; verdant; field","superheated; subartic; windy; humid; frigid; hot"
758,"Taiyangshou Sigma",234,1.4,0.636,1.3,"sinkholes; cave; rocky canyon; lava river; volcano; plateau; canyons; swamp","frigid; superheated; hot; humid; artificial temperate"
759,"Hatysa XVI",5029,7.53,1.457,1.73,"grassland","frozen; humid; frigid; windy"
760,"Skaldspark Echoian",7268,0.42,1.05,0.74,"glacier; rock arche; plain; cityscape","artic; frozen; subartic"
761,"Mirzam XI",3752,1.56,1.208,1.09,"river; rocky island","hot; frigid; humid; frozen; superheated; arid"
762,"Mirzam XIII",3752,1.51,1.232,1.07,"plain; rocky island; vine; volcano; forest; mountain; cliff; urban","temperate; tropical; subartic; frozen; rocky; arid"
763,"Nefertiti's Nebula Hecatean",8482,7.64,1.19,1.86,"mountain","windy; subartic"
764,"Samurai's Veil Demetrian",4620,3.34,0.865,1.57,"plain; hill; cave; rainforest; swamp; canyons; verdant","temperate; rocky; frigid; superheated; tropical; humid"
765,"Cassionara Qi",2786,6.3,1.12,1.78,"bog; field; grassy hill; plain","subartic; hot; temperate; frozen; artificial temperate"
766,"Cassionara Liu",2786,3.8,1.236,1.45,"jungle; cliff","temperate; tropical; hot; windy"
767,"Titanic Mirage XXII",5831,1.76,0.736,1.34,"cave; valley; swamp; forest; cityscape","rocky; windy; frozen; subartic; tropical; hot"
768,"Imai Lambda",3324,4.9,1.15,1.62,"river; lava river; volcano","windy; frigid; artificial temperate; superheated; temperate; tropical"
769,"Lygos Veil Septimal",7240,2.48,0.848,1.43,"grassland","humid; artificial temperate; artic; tropical"
770,"Lygos Veil Duodecimal",7240,6.88,1.277,1.75,"plain; tundra; rocky canyon; urban; rocky island","frozen; frigid; superheated; humid; temperate"
771,"Hikari Xi",2299,2.88,1.116,NA,"rainforest; cityscape","subartic; windy; tropical; frozen"
772,"Ignitionara Hadean",2341,2.15,1.111,1.25,"forest; plain","frozen; temperate"
773,"Tarf Selenean",9685,8.6,0.872,2.14,"ocean; river; city; forest; toxic cloudsea; acid pool; swamp","frozen; tropical; artic; subartic; artificial temperate; superheated"
774,"Tarf Gaian",9685,2.92,1.078,1.39,"river; lakes; plain","arid; humid; rocky; superheated; artificial temperate; hot; windy"
775,"Frostgale Herculean",2667,NA,0.481,1.86,"hill; tundra","artificial temperate; frigid; windy; hot; artic"
776,"Xihe Septimal",6221,NA,0.994,1.83,"cave; grassy hill","temperate; frozen; rocky"
777,"Heze Duodecimal",2912,1.49,0.89,1.19,"rocky desert","subartic; windy; artic; superheated"
778,"Heze Secant",2912,5.55,1.131,1.7,"reef; glacier","frozen; arid; frigid; rocky; superheated; hot; artificial temperate"
779,"Tesserion Theta",5699,7.01,1.194,1.8,"cliff; sinkholes","superheated; artificial temperate; rocky; subartic; artic"
780,"Tesserion Alpha",5699,2.33,1.16,1.26,"mountain","artificial temperate; artic; hot"
781,"Tejat Omega",9909,1.9,0.778,1.35,"island; acid pool; field; ice cave; mountain; forest; jungle; city","frozen; subartic; artificial temperate; superheated; rocky"
782,"Sterrennacht Duodecimal",6721,2.34,1.146,1.27,"valley; ice cave; lakes; desert; ice canyon","rocky; superheated; artic; subartic"
783,"Sterrennacht Octal",6721,8.4,1.067,1.99,"sea; ice cave; savanna; toxic cloudsea","frigid; superheated; frozen; subartic"
784,"Sterrennacht Prime",6721,2.55,1.146,1.31,"plateau; ash; river; glacier; barren; acid pool","arid; humid; frozen; superheated"
785,"Ayeyarwady Iota",497,3.41,1.128,1.45,"canyons; grassy hill","temperate; humid; windy"
786,"Infinite Iris III",9795,6.28,0.9,1.91,"glacier; grassland; ocean","tropical; superheated; frigid; hot; temperate; frozen; windy"
787,"Infinite Iris XII",9795,1.48,1.74,0.95,"ash; plain; rocky desert","frozen; temperate; artic; hot; superheated"
788,"Infinite Iris IV",9795,1.3,0.817,1.17,"bog; acid pool; sinkholes","hot; artificial temperate; humid"
789,"Infinite Iris I",9795,4.83,1.101,1.64,"rock arche; lava river; hill; grassland; island","tropical; hot; superheated; temperate"
790,"Helionis Decimal",1974,3.01,0.684,1.64,"city","artic"
791,"Helionis Quartal",1974,2.66,1.044,1.37,"ice canyon; canyons; rocky island; savanna","frigid; windy; rocky; subartic"
792,"Helionis Octal",1974,1.34,1.146,1.05,"glacier; cliff; canyons; verdant","temperate; artic; frigid; humid; subartic"
793,"Helionis Secant",1974,2.17,1.268,1.2,"jungle; forest; jungle; rainforest","tropical; rocky; superheated; artic"
794,"Hayabusa Nexus Mu",671,7.52,1.307,1.79,"ice cave; forest","hot; frozen; rocky; tropical"
795,"Hayabusa Nexus Alpha",671,5.73,0.792,1.93,"sea; ocean; cave","superheated; frigid; windy"
796,"Hayabusa Nexus Iota",671,3.17,0.405,1.99,"sea; verdant","arid; temperate; subartic; artic"
797,"Kachō Nemesisian",7349,1.96,0.812,1.34,"forest; grassland; rainforest","windy; humid; superheated; artificial temperate; artic; rocky"
798,"Kachō Hermesios",7349,6.77,1.019,1.88,"ocean; urban; acid pool","artificial temperate; subartic; frigid; rocky; windy; artic; temperate"
799,"Kachō Echoian",7349,2.19,1.037,1.28,"reef; river; lava river","tropical; frozen; artic; windy; arid"
800,"Kachō Faunios",7349,8.43,1.366,1.83,"grassland; rocky desert; ash","temperate; humid; artic; superheated"
801,"Nebuloria Tertial",4865,3.6,0.942,1.56,"mountain; cliff","superheated"
802,"Subra Tau",892,7.19,1.632,1.64,"river; rainforest; fungus forest; jungle; jungle; cave","rocky; temperate; subartic; tropical; artificial temperate"
803,"Meleph Eta",5375,8.44,1.179,1.93,"rocky island; ice cave; forest; mountain; sinkholes","superheated; artificial temperate; windy; artic"
804,"Meleph Mu",5375,3.54,0.988,1.53,"forest; field","artificial temperate; arid; temperate"
805,"Alrakis Phi",9054,9.34,0.908,2.17,"valley; desert; island; field; forest; glacier","rocky; tropical; humid; superheated; temperate; artic; frigid"
806,"Seishin Shi",3184,6.56,0.703,2.11,"grassy hill; barren; ice canyon","temperate; arid; subartic; windy"
807,"Starglow Haven Persephonian",8591,7.15,0.8,2.08,"island","artic; humid"
808,"Umi Expanse XXII",1446,0.64,0.738,0.95,"canyons; rocky island","artificial temperate"
809,"Umi Expanse IX",1446,4.6,1.114,1.6,"hill; cityscape","tropical; subartic"
810,"Umi Expanse VII",1446,2.35,1.05,1.31,"valley; canyons; mountain; desert; island","superheated; rocky; hot"
811,"Aozora Nebula Beta",1397,1.37,1.039,1.1,"plain; urban","frozen; subartic; rocky; artic"
812,"Aozora Nebula Tau",1397,1.25,0.959,1.09,"cliff","windy; frigid; hot"
813,"Aozora Nebula Chi",1397,8.44,0.925,2.09,"tundra; lava river; vine; ash","windy; superheated; hot; subartic"
814,"Aozora Nebula Phi",1397,5.61,0.613,2.09,"river","frozen; rocky; frigid"
815,"Mahasim Astraeos",2373,0.97,0.718,1.11,"cliff; bog","arid; temperate; windy"
816,"Ronin's Horizon Quartal",6074,4.58,0.478,2.12,"fungus forest; bog; ocean","hot; temperate; artificial temperate; superheated; rocky; humid"
817,"Ronin's Horizon Septimal",6074,9.2,0.763,2.29,"verdant; urban; grassy hill; forest; river","arid; frozen; windy; artificial temperate; artic"
818,"Ukiyo Reverie Mu",6455,4.74,1.488,1.47,"verdant; urban; rocky canyon; field","artificial temperate; windy; subartic; superheated; temperate"
819,"Ukiyo Reverie Sigma",6455,7.98,1.037,1.97,"island; glacier","frigid; rocky"
820,"Ukiyo Reverie Delta",6455,2.65,0.993,1.39,"rocky island; desert","artic; rocky"
821,"Lyra XVII",9192,3.64,1.007,1.53,"city; ice canyon; plateau; urban; sea; verdant","subartic; frigid; arid; frozen"
822,"Lyra VIII",9192,5.82,0.882,1.88,"grassy hill; cliff; vine; hill; rock arche; cave","rocky; subartic; arid; hot; tropical; humid"
823,"Lyra XI",9192,5.16,0.901,1.79,"river","humid; artificial temperate; superheated"
824,"Lyra I",9192,2.56,1.077,1.33,"rock arche","tropical; artificial temperate; windy; superheated; humid; artic"
825,"Nebulae Cipher Sextant",3468,3.89,0.762,1.72,"cityscape; jungle; field; river","artic; humid; subartic; frigid; tropical"
826,"Lyraflux Iota",72,1.48,0.735,1.26,"lakes; jungle; rock arche","windy; tropical; artic"
827,"Blizzardrider Vigesimal",8401,0.44,0.548,0.93,"forest; volcano; plain","superheated; artificial temperate; arid; windy"
828,"Blizzardrider Quintal",8401,2.97,0.702,1.62,"vine; ocean","arid; artificial temperate; frigid; frozen"
829,"Vortexian Psychean",198,8.7,1.139,1.97,"grassland; field; plateau; fungus forest; acid pool","superheated; hot; arid; humid"
830,"Sakura Radiance XV",445,1.28,1.212,1.02,"glacier; ocean","humid; windy; artificial temperate; frigid"
831,"Zephyrion Hermian",8081,3.5,1.331,1.38,"plain; lakes","hot; rocky; tropical; arid; artificial temperate"
832,"Zephyrion Centaurios",8081,7.69,1.149,1.88,"lakes","humid; arid; temperate; superheated"
833,"Zephyrion Olympios",8081,2.2,1.571,1.12,"rocky desert; island","windy; tropical; frigid; humid"
834,"Tania Australis XVIII",8585,2.28,1.168,1.25,"valley; desert; city; hill; swamp; cityscape","humid; frigid; artificial temperate; superheated; rocky; windy"
835,"Elysionix Olympus",6855,3.88,0.78,1.71,"urban; acid pool; sea; canyons; ice canyon; rocky desert","hot; rocky; frozen; superheated"
836,"Elysionix Hadean",6855,1.67,1.379,1.07,"verdant; city; tundra","subartic; superheated"
837,"Diphda Asclepian",4447,3.2,0.84,1.56,"cliff; rocky canyon; tundra; glacier","arid; superheated; subartic; artic"
838,"Amun-Ra Mirage Olympus",9643,3.25,1.719,1.24,"city; cliff; bog","artificial temperate; frigid; hot; subartic; temperate"
839,"Amun-Ra Mirage Helios",9643,2.09,1.063,1.25,"verdant; hill; forest; lava river; toxic cloudsea","frozen; tropical; arid"
840,"Nebulonara Persephonian",5716,7.42,1.046,1.92,"forest; ash","temperate; rocky; hot; frozen"
841,"Nebulonara Olympios",5716,6.73,1.098,1.83,"rocky desert","artic"
842,"Galacticon Tritonian",528,2.77,0.855,1.48,"fungus forest; hill; bog; canyons","arid; windy; rocky; artic; humid; artificial temperate"
843,"Galacticon Aphroditos",528,1.87,1.133,1.18,"cave","artic; subartic; tropical; temperate; windy; hot"
844,"Lich Lambda",1892,2.33,0.942,1.35,"hill; rock arche; cave; river; rocky desert","subartic; frozen; artic; tropical"
845,"Mekbuda Hermian",1301,3.13,1.317,1.33,"savanna; rocky desert","windy; artic; tropical; artificial temperate; frozen"
846,"Starshara Sigma",8696,4.02,1.142,1.52,"city; rock arche; hill; plain; urban; grassy hill; canyons","rocky; frozen; hot; superheated; frigid"
847,"Starshara Mu",8696,4.26,0.647,1.87,"cave; plain; canyons","superheated; arid; frozen; rocky"
848,"Starshara Alpha",8696,6.91,1.164,1.81,"cliff; fungus forest; rocky canyon; plateau; grassy hill","rocky; tropical; artificial temperate"
849,"Ryusei Athenian",8700,3.88,1.37,1.41,"rock arche","windy; rocky; frozen; artic; subartic; superheated"
850,"Segin Poseidian",3917,7.98,0.964,2.02,"grassland; reef","temperate"
851,"Taygeta XVI",6293,3.25,0.48,1.89,"sea","subartic; artificial temperate; artic; rocky"
852,"Sekai Ember Hestian",2070,4.71,1.446,1.48,"jungle; desert; lakes","arid; frigid; subartic; hot"
853,"Polaris Australis Lambda",5595,0.69,0.838,0.94,"urban; acid pool; valley","artic; subartic; rocky"
854,"Situla Astraeos",6154,3.21,0.854,1.56,"fungus forest; bog; verdant; river; cliff","tropical; hot; superheated"
855,"Koi's Whisper I",9545,2.36,0.883,1.39,"glacier; rocky desert; toxic cloudsea; verdant; canyons; savanna","frozen; frigid; rocky; arid"
856,"Spectrion Xi",8893,1.34,1.039,1.09,"canyons; urban; volcano","windy; arid; temperate; frigid"
857,"Spectrion Upsilon",8893,8.05,1.153,1.91,"valley","subartic; arid; rocky; artic; superheated"
858,"Spectrion Kappa",8893,0.59,1.152,0.8,"ice cave; reef; toxic cloudsea","frozen; hot; frigid"
859,"Zubenelgenubi Wu",3236,5.83,1.415,1.6,"scrubland; forest; vine; volcano; rocky desert; field","artificial temperate; subartic; arid; frigid; frozen"
860,"Nebulous Silence Iota",2683,5.43,1.135,1.68,"verdant; acid pool","artificial temperate; rocky; humid"
861,"Nebulous Silence Upsilon",2683,0.68,0.905,0.91,"fungus forest; cliff","frozen; tropical; artificial temperate"
862,"Mizar Mu",6547,3.02,1.228,1.35,"ice cave; forest; grassland","temperate; artic"
863,"Mizar Epsilon",6547,2.01,1.005,1.26,"sea; volcano","frigid; artificial temperate; humid; arid"
864,"Cosmic Whispers XII",2140,5.23,1.249,1.61,"hill; jungle; plain; field; bog","artificial temperate; tropical; temperate"
865,"Cosmic Whispers XX",2140,3.11,0.967,1.48,"grassy hill; cliff; city","arid; humid; artic"
866,"Thunderhoof Sigma",5256,8.38,1.091,1.97,"tundra; rainforest; savanna","windy; subartic; superheated"
867,"Thunderhoof Omega",5256,5.42,0.469,2.26,"river; ice cave; rocky island; lava river; cityscape","rocky; frigid; artificial temperate; arid; temperate"
868,"Dalim Secant",3027,0.66,0.988,0.87,"rock arche; acid pool; city; fungus forest","tropical; temperate; frigid; frozen; artificial temperate; rocky; arid"
869,"Dalim Vigesimal",3027,7.87,1.098,NA,"rock arche","temperate"
870,"Dalim Undecimal",3027,2.75,1.029,1.39,"tundra; acid pool","frozen; tropical; humid; superheated; hot; windy"
871,"Terebellum Psi",5826,1.75,1.095,1.17,"scrubland","rocky; arid; humid"
872,"Terebellum Gamma",5826,2.15,0.944,1.32,"urban; cityscape; sea","windy; frigid; artic; artificial temperate"
873,"Terebellum Epsilon",5826,1.24,1.029,1.06,"hill; island; cityscape; savanna; ice cave; cliff; field","rocky; tropical; superheated; frigid; subartic"
874,"Terebellum Eta",5826,NA,0.934,1.01,"rocky canyon; volcano","humid; rocky; arid; windy; temperate"
875,"Mothallah Eta",3382,3.03,1.134,NA,"acid pool; field","superheated; temperate; frozen"
876,"Mothallah Sigma",3382,6.32,1.039,1.83,"grassland; mountain; jungle","humid; hot; frigid; artic"
877,"Mothallah Psi",3382,2.13,0.949,1.31,"desert; plateau; lakes; river; tundra; acid pool","subartic; rocky; artic; temperate; artificial temperate; humid"
878,"Lucilinburhuc XIV",5635,1.19,1.061,1.04,"grassy hill","windy; artificial temperate; frigid; frozen; arid; humid"
879,"Lucilinburhuc II",5635,2.12,1.571,1.11,"rock arche; ash; plateau; rocky island","hot; artic; subartic; tropical; temperate"
880,"Lucilinburhuc XI",5635,2.89,1.272,1.31,"cave; tundra; rock arche; verdant; grassy hill; bog; cityscape","hot; artificial temperate; tropical; temperate; arid; subartic"
881,"Lucilinburhuc XVIII",5635,1.37,0.792,1.2,"island; lava river; rocky desert; fungus forest; vine; sinkholes; city","frozen; rocky; tropical; arid; superheated"
882,"Spectral Veil Oranos",5869,9.45,1.383,NA,"lakes; bog; cliff; verdant","artic; arid; artificial temperate; temperate; frigid"
883,"Pulsariax XX",6680,1.67,1.181,1.12,"bog; plateau; vine; rocky canyon","frigid; windy; rocky; temperate; subartic"
884,"Pulsariax I",6680,1.27,1.215,1.01,"cliff; hill","rocky; superheated; tropical; subartic"
885,"Pulsariax XI",6680,2.39,1.322,1.22,"tundra; jungle","frozen; windy; artic; tropical"
886,"Pharaoh's Silence IX",4333,0.39,1.23,0.68,"cave; rocky island; mountain; rocky canyon; sinkholes; acid pool; ocean","hot; rocky; artic; subartic; temperate; frozen; frigid"
887,"Fomalhaut Sigma",1900,2.93,0.676,1.63,"city; river; rock arche; cave","rocky; frozen; artic"
888,"Alnitak Undecimal",3223,2.43,0.964,1.36,"lakes; plain; ice cave","artificial temperate; frigid; frozen"
889,"Alnitak Nonal",3223,2.55,1.109,1.32,"plateau; sea","artificial temperate"
890,"Alnitak Prime",8058,8.24,0.685,2.29,"rocky desert; urban; jungle; volcano; ocean; cliff; ice canyon; rainforest","hot; rocky; artificial temperate; frigid; humid; windy; artic"
891,"Alnitak Sextant",3223,1.8,1.003,1.22,"urban; city; toxic cloudsea; hill","hot; artificial temperate; artic; subartic; tropical; temperate; rocky"
892,"Ninja's Horizon Quintal",4063,7.96,0.557,2.43,"plateau; cave","frigid"
893,"Revati II",3839,1.52,1.481,1.01,"urban","arid; artic; subartic"
894,"Revati XIX",3839,1.36,0.95,1.13,"island; lava river; rock arche; plateau; reef","subartic; rocky; superheated; tropical; windy"
895,"Kawa Liu",4226,3.42,0.766,1.65,"vine; fungus forest; cave; rocky island; acid pool; cityscape; jungle; plateau; bog","hot; artic; rocky; subartic; artificial temperate; temperate"
896,"Igniflux Vigesimal",913,2.53,0.686,1.55,"cityscape; glacier; lakes; river","subartic; tropical; windy; frozen"
897,"Citadelle Duodecimal",3106,3.88,0.913,1.62,"urban; sea; vine; cave; grassy hill","artificial temperate; subartic; hot; windy; frozen"
898,"Sadalsuud Dionysios",6551,3.12,1.378,1.31,"volcano; forest; hill","hot; artificial temperate; humid"
899,"Sadalsuud Tritonian",6551,7.03,0.767,2.09,"rocky canyon; plateau","subartic; humid; tropical; hot; rocky"
900,"Sadalsuud Harpian",6551,4.5,0.715,1.85,"field; jungle; lakes","arid; artic; frozen; hot"
901,"Sadalsuud Janusian",6551,2.12,1.282,1.18,"reef; plain; sinkholes; desert","rocky; hot; arid; superheated"
902,"Lunarianth Wu",9075,3.1,1.187,1.38,"river; toxic cloudsea; jungle; vine","superheated; humid; artic; hot"
903,"Lunarianth San",9075,6.49,1.037,1.84,"cliff; ice cave; desert; valley; vine; cityscape","temperate; humid; hot; artificial temperate; frozen"
904,"Lunarianth Jiu",9075,8.22,1.535,1.75,"reef","superheated; arid; temperate; frozen; frigid"
905,"Whalecaller Delta",5438,7.4,1.061,1.91,"urban; rock arche; hill","hot; tropical; rocky; arid"
906,"Gloas Beta",3018,9.59,1.23,1.98,"tundra; cliff; rocky island; river","subartic; tropical; artificial temperate"
907,"Gloas Upsilon",3018,2.63,1.189,1.3,"city; mountain","frigid; artic; humid"
908,"Gloas Tau",3018,6.11,0.885,1.9,"river; city; grassy hill; rocky island","artificial temperate; superheated; frigid; windy; frozen"
909,"Gloas Mu",3018,3.78,0.654,1.79,"tundra; plateau; barren; rocky desert; vine","arid; artic; subartic; frozen; rocky"
910,"Sarin Nonal",6725,7.08,1.017,NA,"mountain","tropical; artificial temperate; temperate"
911,"Sarin Vigesimal",6725,7.58,0.932,2.01,"rocky canyon","humid; artificial temperate; superheated"
912,"Quasar Nova Si",3698,1.96,1.378,1.12,"vine","arid; hot"
913,"Quasar Nova Shi",3698,4.86,0.61,2,"cliff; cave; island; hill","arid; superheated; tropical; temperate"
914,"Quasar Nova Yi",3698,1.63,1.312,1.08,"ice canyon; desert; sinkholes; glacier; hill","artic; superheated; humid; subartic"
915,"Arcalís XVI",3421,8.94,1.382,1.86,"ocean","windy"
916,"Arcalís XI",3421,6.35,0.639,2.15,"ice cave; savanna; lakes; sinkholes","superheated; tropical; artic; rocky; hot; arid"
917,"Arcalís XXII",3421,6.03,0.761,1.99,"verdant; river","windy; subartic; artificial temperate; rocky; hot"
918,"Icewind Psi",480,6.69,1.248,1.75,"fungus forest; toxic cloudsea; field; rainforest; ice canyon; ice cave; canyons","frozen; artic; humid; windy; temperate; tropical; superheated"
919,"Icewind Delta",480,2.15,0.796,1.39,"forest; sea; valley; field","windy; artificial temperate; humid; rocky"
920,"Icewind Iota",480,3.99,1.242,1.48,"grassy hill; tundra; verdant","artificial temperate; windy; artic"
921,"Lunacara Shi",5599,1.08,1.217,0.96,"glacier; rocky desert; verdant","subartic; frozen"
922,"Lunacara Liu",5599,0.95,1.083,0.96,"rocky island; glacier; rock arche; urban; rocky canyon","temperate; frigid; artificial temperate"
923,"Rasalgethi XIII",8837,2.7,0.89,1.45,"forest; savanna; sinkholes; ice canyon; cave","tropical; windy; artic; superheated; subartic; temperate; hot"
924,"Luminastra Chimeraean",6157,2.48,0.951,1.38,"jungle; tundra; rocky island; jungle; hill; rock arche","rocky; tropical; humid; temperate"
925,"Markab Lambda",136,1.87,1.065,1.21,"mountain; sinkholes","superheated; arid"
926,"Markab Omega",136,5.89,0.993,1.81,"lakes; savanna; grassy hill; mountain; verdant; acid pool; volcano; barren","arid; rocky; artificial temperate; artic; frigid"
927,"Markab Psi",136,2.05,0.874,1.33,"field; canyons","tropical; artificial temperate"
928,"Sadr Tau",1521,6.15,1.056,1.8,"acid pool; ice canyon; rocky island; valley","tropical; artic; rocky; windy; superheated"
929,"Sadr Sigma",1521,0.77,1.094,0.89,"urban","arid; subartic"
930,"Dìwö XI",730,6.85,0.765,NA,"island; lava river; verdant","artic; superheated; artificial temperate; frigid"
931,"Dìwö II",730,2.46,1.061,1.32,"plain; island; city; vine; jungle; acid pool; bog; grassland","rocky; frigid; tropical; windy; frozen; humid; subartic"
932,"Dìwö VI",730,4.3,0.618,1.91,"rocky canyon","tropical; temperate"
933,"Astrum Quasar Jiu",6429,1.11,1.155,NA,"savanna","arid"
934,"Astrum Quasar Liu",6429,1.71,1.158,1.14,"valley","arid"
935,"Astrum Quasar San",6429,3.05,0.886,1.51,"verdant; desert; sea","arid; frozen; subartic; artificial temperate; frigid"
936,"Astrum Quasar Er",6429,4.08,1.128,1.54,"lava river; cave; plateau","tropical; frigid; superheated; artic"
937,"Hinotori Whispers Quartal",6648,0.83,0.637,1.09,"forest; bog; lakes; reef","temperate; artificial temperate; subartic; windy"
938,"Hinotori Whispers Undecimal",6648,7.91,0.794,2.15,"sinkholes; savanna; cliff; mountain; island","temperate; rocky; windy; superheated"
939,"Hinotori Whispers Vigesimal",6648,4.01,0.764,1.74,"ash; rocky island; acid pool","rocky; superheated"
940,"Kaus Borealis XIX",5190,NA,0.501,1.99,"cave; urban; glacier; ice canyon","superheated; frozen; subartic; windy"
941,"Kaus Borealis XVIII",5190,0.54,1.3,0.75,"acid pool","superheated"
942,"Kaus Borealis II",5190,0.64,1.439,0.76,"rainforest","tropical; frigid"
943,"Kaus Borealis VI",5190,2.64,1.023,1.37,"scrubland","arid; tropical; temperate"
944,"Sheliak Septimal",8710,1.2,1.482,0.93,"ice canyon; glacier; rocky canyon","arid; frozen"
945,"Sheliak Tertial",8710,2.01,0.85,1.33,"vine; ocean; sinkholes; rock arche","arid; subartic; hot"
946,"Solaraether Hecatean",1763,2.43,1.109,1.3,"hill; field; savanna; lava river; ocean","frozen; superheated; hot; artificial temperate; rocky"
947,"Quanticara Secant",2132,NA,0.831,1.42,"plain","artificial temperate; rocky; artic"
948,"Quanticara Tertial",2132,1.71,1.031,1.18,"ash; fungus forest; plateau","windy; superheated; frozen; humid"
949,"Quanticara Quartal",2132,2.25,0.866,1.37,"cave","hot; superheated; windy; arid"
950,"Quanticara Nonal",2132,0.94,1.307,0.9,"tundra; ocean","superheated; humid; arid; frigid"
